#SampleID	CU	NAU	NCS
F06528	0.626	0.29	0.084
F06436	0.6	0.308	0.092
F06562	0.428	0.396	0.176
F06582	0.69	0.216	0.094
F06219	0.458	0.384	0.158
F06407	0.588	0.218	0.194
F05980	0.29	0.366	0.344
F05321	0.33	0.38	0.29
F06443	0.546	0.35	0.104
F05923	0.416	0.302	0.282
F05850	0.408	0.496	0.096
F06186	0.654	0.244	0.102
F05510	0.286	0.596	0.118
F05442	0.262	0.496	0.242
F05433	0.298	0.58	0.122
F06560	0.482	0.372	0.146
F05520	0.254	0.654	0.092
F06055	0.288	0.32	0.392
F05120	0.354	0.52	0.126
F06005	0.354	0.392	0.254
F05984	0.372	0.18	0.448
F05813	0.292	0.634	0.074
F05471	0.284	0.654	0.062
F05227	0.244	0.626	0.13
F05003	0.39	0.294	0.316
F06370	0.674	0.278	0.048
F06264	0.408	0.506	0.086
F06522	0.646	0.3	0.054
F05973	0.298	0.272	0.43
F06492	0.636	0.25	0.114
F06001	0.334	0.304	0.362
F05232	0.18	0.738	0.082
F05606	0.63	0.264	0.106
F05995	0.306	0.42	0.274
F06503	0.49	0.396	0.114
F06466	0.668	0.236	0.096
F05656	0.508	0.402	0.09
F06465	0.596	0.306	0.098
F05207	0.238	0.69	0.072
F06352	0.59	0.318	0.092
F05909	0.366	0.226	0.408
F05857	0.434	0.44	0.126
F05901	0.378	0.29	0.332
F05288	0.216	0.688	0.096
F06451	0.678	0.26	0.062
F06514	0.442	0.5	0.058
F06546	0.708	0.222	0.07
F05387	0.296	0.382	0.322
F06574	0.624	0.288	0.088
F05866	0.226	0.7	0.074
F06550	0.586	0.292	0.122
F05986	0.304	0.36	0.336
F05418	0.384	0.45	0.166
F05436	0.348	0.53	0.122
F05200	0.258	0.652	0.09
F05689	0.564	0.296	0.14
F05556	0.348	0.592	0.06
F06493	0.552	0.284	0.164
F06019	0.338	0.16	0.502
F06385	0.602	0.296	0.102
F05937	0.41	0.294	0.296
F06464	0.456	0.474	0.07
F05088	0.27	0.126	0.604
F06204	0.228	0.534	0.238
F06293	0.224	0.69	0.086
F05807	0.366	0.572	0.062
F05449	0.382	0.57	0.048
F06332	0.562	0.252	0.186
F06335	0.41	0.392	0.198
F05669	0.52	0.312	0.168
F06106	0.554	0.312	0.134
F05253	0.178	0.746	0.076
F06597	0.554	0.37	0.076
F05637	0.37	0.45	0.18
F05625	0.512	0.42	0.068
F06432	0.576	0.342	0.082
F06232	0.262	0.616	0.122
F05648	0.544	0.334	0.122
F05105	0.246	0.664	0.09
F06501	0.654	0.218	0.128
F05503	0.31	0.506	0.184
F05138	0.212	0.644	0.144
F05867	0.436	0.472	0.092
F06382	0.51	0.33	0.16
F05852	0.424	0.514	0.062
F05839	0.152	0.746	0.102
F05410	0.224	0.594	0.182
F05836	0.246	0.606	0.148
F06524	0.63	0.182	0.188
F05847	0.19	0.636	0.174
F05941	0.372	0.356	0.272
F06445	0.53	0.382	0.088
F05858	0.234	0.55	0.216
F05898	0.366	0.5	0.134
F06429	0.564	0.334	0.102
F05819	0.302	0.606	0.092
F06439	0.542	0.292	0.166
F05209	0.342	0.55	0.108
F05064	0.286	0.236	0.478
F05672	0.654	0.264	0.082
F05511	0.326	0.52	0.154
F06306	0.498	0.386	0.116
F05874	0.292	0.59	0.118
F06059	0.274	0.366	0.36
F06437	0.47	0.368	0.162
F06009	0.292	0.308	0.4
F05101	0.23	0.628	0.142
F06241	0.234	0.654	0.112
F06563	0.514	0.298	0.188
F05314	0.292	0.34	0.368
F05242	0.196	0.718	0.086
F06435	0.62	0.292	0.088
F05500	0.322	0.548	0.13
F05890	0.394	0.526	0.08
F05091	0.278	0.31	0.412
F05815	0.236	0.67	0.094
F05451	0.254	0.632	0.114
F05276	0.28	0.63	0.09
F05435	0.316	0.578	0.106
F06391	0.564	0.252	0.184
F05447	0.282	0.634	0.084
F06310	0.484	0.416	0.1
F06109	0.542	0.376	0.082
F05802	0.224	0.666	0.11
F05812	0.292	0.65	0.058
F06362	0.578	0.268	0.154
F05063	0.35	0.316	0.334
F05835	0.26	0.568	0.172
F06453	0.59	0.252	0.158
F05855	0.372	0.518	0.11
F06541	0.504	0.366	0.13
F06311	0.566	0.266	0.168
F05638	0.378	0.41	0.212
F06537	0.588	0.292	0.12
F06398	0.614	0.222	0.164
F05247	0.34	0.536	0.124
F05661	0.446	0.364	0.19
F05845	0.224	0.678	0.098
F06458	0.62	0.252	0.128
F05879	0.126	0.798	0.076
F05622	0.612	0.296	0.092
F05177	0.358	0.562	0.08
F05400	0.328	0.56	0.112
F06336	0.564	0.266	0.17
F06343	0.604	0.31	0.086
F05803	0.184	0.732	0.084
F06471	0.48	0.382	0.138
F05117	0.204	0.686	0.11
F05684	0.552	0.292	0.156
F06312	0.24	0.54	0.22
F05206	0.264	0.594	0.142
F05158	0.288	0.606	0.106
F06462	0.494	0.378	0.128
F05692	0.41	0.486	0.104
F05094	0.284	0.378	0.338
F05697	0.588	0.318	0.094
F05495	0.328	0.492	0.18
F05989	0.434	0.252	0.314
F05912	0.312	0.292	0.396
F05008	0.31	0.312	0.378
F06599	0.458	0.392	0.15
F06075	0.264	0.3	0.436
F05555	0.312	0.54	0.148
F05536	0.278	0.594	0.128
F06002	0.26	0.402	0.338
F06295	0.354	0.534	0.112
F05475	0.172	0.724	0.104
F05668	0.462	0.378	0.16
F05076	0.386	0.254	0.36
F05521	0.328	0.494	0.178
F05533	0.232	0.528	0.24
F06526	0.478	0.31	0.212
F06031	0.436	0.336	0.228
F05216	0.266	0.616	0.118
F06022	0.256	0.2	0.544
F06365	0.372	0.292	0.336
F05077	0.254	0.36	0.386
F06045	0.314	0.33	0.356
F05469	0.296	0.604	0.1
F05572	0.404	0.494	0.102
F05685	0.522	0.298	0.18
F05170	0.27	0.626	0.104
F05910	0.33	0.414	0.256
F05927	0.322	0.32	0.358
F05920	0.414	0.36	0.226
F05650	0.446	0.48	0.074
F05599	0.314	0.536	0.15
F05542	0.368	0.482	0.15
F05676	0.554	0.366	0.08
F05875	0.248	0.662	0.09
F05987	0.34	0.28	0.38
F06367	0.386	0.482	0.132
F06305	0.502	0.408	0.09
F05897	0.478	0.342	0.18
F06559	0.39	0.408	0.202
F05108	0.226	0.646	0.128
F05671	0.57	0.31	0.12
F06123	0.53	0.366	0.104
F06012	0.2	0.396	0.404
F06034	0.292	0.374	0.334
F05233	0.23	0.676	0.094
F05439	0.31	0.572	0.118
F06139	0.656	0.254	0.09
F05591	0.31	0.534	0.156
F06377	0.49	0.412	0.098
F05474	0.304	0.566	0.13
F05405	0.274	0.626	0.1
F06092	0.358	0.138	0.504
F05834	0.366	0.4	0.234
F05674	0.394	0.486	0.12
F05065	0.386	0.288	0.326
F05515	0.23	0.668	0.102
F05236	0.272	0.598	0.13
F05229	0.25	0.6	0.15
F05993	0.286	0.474	0.24
F05041	0.226	0.32	0.454
F05031	0.228	0.416	0.356
F06057	0.318	0.212	0.47
F05049	0.32	0.14	0.54
F05626	0.61	0.25	0.14
F06261	0.382	0.548	0.07
F05219	0.29	0.616	0.094
F05513	0.23	0.658	0.112
F06265	0.354	0.556	0.09
F05660	0.556	0.352	0.092
F06063	0.242	0.308	0.45
F05969	0.402	0.254	0.344
F05682	0.482	0.364	0.154
F05833	0.334	0.532	0.134
F06320	0.546	0.38	0.074
F05621	0.454	0.446	0.1
F06428	0.46	0.432	0.108
F05893	0.262	0.618	0.12
F05876	0.304	0.606	0.09
F06556	0.474	0.462	0.064
F05409	0.222	0.648	0.13
F05690	0.526	0.35	0.124
F05583	0.242	0.68	0.078
F06060	0.234	0.32	0.446
F06441	0.606	0.258	0.136
F05416	0.454	0.418	0.128
F06290	0.194	0.698	0.108
F05816	0.42	0.414	0.166
F06476	0.664	0.186	0.15
F05034	0.272	0.166	0.562
F06490	0.69	0.24	0.07
F06349	0.518	0.394	0.088
F06555	0.56	0.374	0.066
F05990	0.352	0.396	0.252
F05444	0.33	0.572	0.098
F06449	0.594	0.346	0.06
F05012	0.352	0.278	0.37
F06263	0.354	0.542	0.104
F06296	0.202	0.698	0.1
F06201	0.294	0.608	0.098
F06361	0.594	0.308	0.098
F06495	0.45	0.422	0.128
F05639	0.59	0.272	0.138
F05576	0.348	0.572	0.08
F05887	0.332	0.528	0.14
F06085	0.28	0.35	0.37
F05403	0.418	0.452	0.13
F05287	0.264	0.636	0.1
F05869	0.356	0.48	0.164
F05957	0.348	0.426	0.226
F06342	0.604	0.286	0.11
F06489	0.576	0.282	0.142
F06299	0.19	0.698	0.112
F05036	0.368	0.478	0.154
F05126	0.434	0.442	0.124
F06416	0.662	0.278	0.06
F06384	0.47	0.39	0.14
F06356	0.56	0.296	0.144
F05431	0.34	0.522	0.138
F05574	0.3	0.582	0.118
F05463	0.25	0.658	0.092
F06119	0.414	0.432	0.154
F05932	0.434	0.262	0.304
F05466	0.304	0.516	0.18
F06520	0.512	0.418	0.07
F05485	0.46	0.464	0.076
F06425	0.464	0.34	0.196
F05092	0.298	0.308	0.394
F05537	0.32	0.6	0.08
F06334	0.466	0.39	0.144
F05814	0.306	0.586	0.108
F06051	0.246	0.144	0.61
F05546	0.366	0.512	0.122
F05964	0.336	0.402	0.262
F05053	0.376	0.342	0.282
F06469	0.57	0.292	0.138
F06583	0.474	0.398	0.128
F06217	0.434	0.486	0.08
F05351	0.386	0.39	0.224
F06575	0.676	0.212	0.112
F05476	0.302	0.612	0.086
F05056	0.308	0.55	0.142
F05151	0.34	0.542	0.118
F05050	0.294	0.304	0.402
F06340	0.464	0.382	0.154
F05570	0.376	0.544	0.08
F06210	0.3	0.542	0.158
F05438	0.268	0.64	0.092
F05213	0.366	0.45	0.184
F05069	0.324	0.306	0.37
F06307	0.58	0.328	0.092
F06357	0.51	0.422	0.068
F06509	0.434	0.36	0.206
F05357	0.426	0.218	0.356
F05630	0.582	0.276	0.142
F06287	0.254	0.626	0.12
F06402	0.616	0.3	0.084
F05862	0.294	0.612	0.094
F05902	0.238	0.488	0.274
F06250	0.238	0.726	0.036
F05496	0.364	0.456	0.18
F06499	0.59	0.308	0.102
F05479	0.326	0.552	0.122
F05039	0.256	0.19	0.554
F05519	0.306	0.574	0.12
F06446	0.494	0.388	0.118
F06474	0.628	0.286	0.086
F05806	0.37	0.464	0.166
F06440	0.626	0.254	0.12
F06346	0.59	0.272	0.138
F06317	0.51	0.288	0.202
F06072	0.31	0.11	0.58
F05293	0.312	0.56	0.128
F05554	0.292	0.508	0.2
F06519	0.586	0.256	0.158
F05256	0.352	0.488	0.16
F05665	0.48	0.326	0.194
F06097	0.274	0.436	0.29
F05028	0.376	0.352	0.272
F06039	0.406	0.298	0.296
F06585	0.56	0.292	0.148
F06531	0.67	0.224	0.106
F05162	0.284	0.536	0.18
F06500	0.572	0.362	0.066
F05550	0.332	0.578	0.09
F06271	0.27	0.582	0.148
F05644	0.586	0.28	0.134
F05543	0.326	0.62	0.054
F05810	0.342	0.582	0.076
F06209	0.266	0.632	0.102
F05808	0.418	0.468	0.114
F05452	0.282	0.594	0.124
F06413	0.624	0.278	0.098
F05590	0.292	0.546	0.162
F05571	0.274	0.632	0.094
F05851	0.354	0.478	0.168
F05849	0.224	0.678	0.098
F05404	0.468	0.472	0.06
F06270	0.334	0.518	0.148
F06024	0.39	0.31	0.3
F06467	0.654	0.254	0.092
F05211	0.348	0.548	0.104
F06508	0.702	0.234	0.064
F06491	0.562	0.316	0.122
F06404	0.504	0.31	0.186
F05043	0.29	0.444	0.266
F05921	0.364	0.336	0.3
F05647	0.524	0.38	0.096
F05613	0.44	0.43	0.13
F05609	0.454	0.43	0.116
F05199	0.384	0.532	0.084
F06068	0.354	0.29	0.356
F05030	0.278	0.454	0.268
F05328	0.426	0.332	0.242
F05487	0.302	0.63	0.068
F05843	0.27	0.488	0.242
F05038	0.254	0.246	0.5
F05694	0.41	0.376	0.214
F06339	0.348	0.49	0.162
F05871	0.272	0.562	0.166
F05654	0.606	0.212	0.182
F05688	0.346	0.442	0.212
F05009	0.28	0.366	0.354
F05864	0.28	0.578	0.142
F05133	0.316	0.494	0.19
F05865	0.392	0.466	0.142
F05907	0.374	0.368	0.258
F05062	0.272	0.412	0.316
F05985	0.302	0.398	0.3
F06473	0.366	0.442	0.192
F06460	0.586	0.276	0.138
F05086	0.32	0.236	0.444
F06211	0.266	0.556	0.178
F05114	0.32	0.614	0.066
F05643	0.384	0.514	0.102
F05649	0.444	0.37	0.186
F05340	0.344	0.27	0.386
F05587	0.216	0.652	0.132
F06223	0.266	0.646	0.088
F06433	0.658	0.232	0.11
F05202	0.242	0.598	0.16
F05538	0.588	0.342	0.07
F05826	0.426	0.506	0.068
F05679	0.504	0.34	0.156
F06018	0.246	0.112	0.642
F05299	0.454	0.468	0.078
F05059	0.216	0.22	0.564
F06590	0.386	0.394	0.22
F05084	0.374	0.306	0.32
F06044	0.218	0.21	0.572
F05274	0.386	0.48	0.134
F06372	0.29	0.508	0.202
F05294	0.268	0.682	0.05
F06175	0.456	0.45	0.094
F05553	0.368	0.492	0.14
F06510	0.532	0.35	0.118
F06411	0.542	0.356	0.102
F05246	0.212	0.63	0.158
F05509	0.28	0.604	0.116
F06239	0.322	0.612	0.066
F06450	0.48	0.374	0.146
F05468	0.386	0.494	0.12
F06480	0.398	0.396	0.206
F05046	0.366	0.298	0.336
F05544	0.254	0.56	0.186
F05527	0.26	0.666	0.074
F05976	0.368	0.32	0.312
F05402	0.314	0.552	0.134
F06410	0.534	0.354	0.112
F06202	0.464	0.452	0.084
F06330	0.484	0.46	0.056
F06452	0.432	0.4	0.168
F05567	0.32	0.624	0.056
F06338	0.322	0.568	0.11
F06253	0.334	0.604	0.062
F06355	0.464	0.48	0.056
F06479	0.636	0.212	0.152
F05645	0.598	0.302	0.1
F05450	0.454	0.482	0.064
F06530	0.494	0.382	0.124
F06381	0.526	0.306	0.168
F05559	0.246	0.612	0.142
F05635	0.492	0.268	0.24
F06252	0.222	0.666	0.112
F05045	0.434	0.39	0.176
F06565	0.606	0.328	0.066
F06324	0.522	0.38	0.098
F05465	0.244	0.602	0.154
F06405	0.46	0.398	0.142
F05615	0.566	0.342	0.092
F05873	0.386	0.51	0.104
F05604	0.482	0.414	0.104
F06558	0.546	0.316	0.138
F05226	0.33	0.596	0.074
F05881	0.274	0.608	0.118
F05517	0.332	0.532	0.136
F05362	0.242	0.124	0.634
F06102	0.462	0.352	0.186
F05415	0.324	0.57	0.106
F05605	0.422	0.41	0.168
F05611	0.56	0.35	0.09
F05191	0.334	0.464	0.202
F05267	0.274	0.538	0.188
F05021	0.266	0.158	0.576
F05983	0.448	0.378	0.174
F06278	0.238	0.668	0.094
F05507	0.28	0.596	0.124
F06448	0.502	0.398	0.1
F06006	0.29	0.384	0.326
F06333	0.694	0.21	0.096
F06475	0.538	0.322	0.14
F05532	0.362	0.524	0.114
F05001	0.336	0.48	0.184
F05339	0.41	0.382	0.208
F05809	0.404	0.418	0.178
F06529	0.388	0.42	0.192
F05441	0.398	0.498	0.104
F06482	0.448	0.354	0.198
F05506	0.264	0.632	0.104
F06567	0.494	0.42	0.086
F05004	0.368	0.362	0.27
F06062	0.342	0.352	0.306
F05279	0.384	0.452	0.164
F05002	0.188	0.12	0.692
F05619	0.566	0.322	0.112
F06319	0.508	0.342	0.15
F05548	0.346	0.484	0.17
F05058	0.344	0.374	0.282
F05522	0.384	0.454	0.162
F05658	0.534	0.372	0.094
F05612	0.578	0.274	0.148
F05343	0.342	0.558	0.1
F06233	0.322	0.51	0.168
F05557	0.246	0.598	0.156
F05124	0.364	0.488	0.148
F05883	0.386	0.514	0.1
F06196	0.578	0.306	0.116
F05512	0.306	0.606	0.088
F06412	0.706	0.208	0.086
F05838	0.292	0.646	0.062
F05977	0.372	0.412	0.216
F06470	0.476	0.336	0.188
F06064	0.228	0.382	0.39
F06004	0.376	0.3	0.324
F05565	0.428	0.474	0.098
F06420	0.58	0.212	0.208
F06454	0.736	0.214	0.05
F05608	0.738	0.236	0.026
F06456	0.59	0.364	0.046
F05614	0.516	0.382	0.102
F06275	0.286	0.604	0.11
F06543	0.452	0.39	0.158
F06534	0.444	0.478	0.078
F06478	0.526	0.41	0.064
F05888	0.408	0.446	0.146
F05530	0.314	0.536	0.15
F05882	0.318	0.568	0.114
F05454	0.27	0.64	0.09
F05652	0.494	0.394	0.112
F05947	0.326	0.268	0.406
F05446	0.366	0.448	0.186
F05061	0.418	0.458	0.124
F06421	0.43	0.424	0.146
F06302	0.522	0.364	0.114
F05142	0.424	0.416	0.16
F06242	0.238	0.704	0.058
F06457	0.536	0.35	0.114
F05564	0.35	0.55	0.1
F06331	0.438	0.434	0.128
F06288	0.332	0.618	0.05
F06360	0.462	0.408	0.13
F05958	0.26	0.37	0.37
F05029	0.448	0.38	0.172
F05407	0.322	0.62	0.058
F06576	0.564	0.34	0.096
F05361	0.37	0.422	0.208
F06580	0.498	0.366	0.136
F05102	0.574	0.314	0.112
F06276	0.266	0.632	0.102
F06545	0.4	0.536	0.064
F05831	0.374	0.508	0.118
F05659	0.426	0.394	0.18
F05911	0.516	0.202	0.282
F05840	0.23	0.668	0.102
F05432	0.286	0.632	0.082
F06488	0.606	0.238	0.156
F05068	0.388	0.35	0.262
F05075	0.254	0.634	0.112
F05601	0.44	0.436	0.124
F06026	0.362	0.262	0.376
F06082	0.438	0.352	0.21
F06589	0.636	0.236	0.128
F06434	0.4	0.5	0.1
F05822	0.206	0.7	0.094
F05345	0.378	0.322	0.3
F06021	0.334	0.43	0.236
F05534	0.37	0.518	0.112
F05592	0.3	0.61	0.09
F06523	0.444	0.364	0.192
F05412	0.406	0.43	0.164
F06578	0.562	0.294	0.144
F05663	0.376	0.412	0.212
F06166	0.49	0.324	0.186
F06323	0.388	0.452	0.16
F06540	0.454	0.392	0.154
F05830	0.314	0.532	0.154
F06369	0.482	0.424	0.094
F06548	0.59	0.246	0.164
F06389	0.782	0.152	0.066
F06397	0.44	0.414	0.146
F06248	0.332	0.484	0.184
F05461	0.342	0.546	0.112
F05180	0.45	0.416	0.134
F06215	0.52	0.392	0.088
F06226	0.422	0.512	0.066
F05683	0.626	0.284	0.09
F06353	0.366	0.468	0.166
F06303	0.458	0.366	0.176
F05844	0.322	0.628	0.05
F06351	0.342	0.544	0.114
F06094	0.306	0.376	0.318
F05278	0.272	0.63	0.098
F06363	0.346	0.486	0.168
F05472	0.262	0.64	0.098
F06459	0.636	0.254	0.11
F06284	0.45	0.468	0.082
F06481	0.406	0.344	0.25
F06505	0.558	0.326	0.116
F06168	0.424	0.464	0.112
F06268	0.336	0.534	0.13
F06054	0.2	0.36	0.44
F06461	0.56	0.316	0.124
F05595	0.314	0.62	0.066
F05580	0.534	0.406	0.06
F05640	0.448	0.364	0.188
F06400	0.574	0.326	0.1
F06487	0.574	0.3	0.126
F05655	0.418	0.474	0.108
F06224	0.24	0.708	0.052
F05664	0.524	0.278	0.198
F05837	0.276	0.676	0.048
F05841	0.292	0.57	0.138
F06337	0.35	0.474	0.176
F05427	0.236	0.666	0.098
F05429	0.394	0.506	0.1
F05483	0.418	0.508	0.074
F06483	0.554	0.294	0.152
F06485	0.508	0.388	0.104
F05566	0.414	0.538	0.048
F06170	0.536	0.33	0.134
F06424	0.558	0.274	0.168
F06572	0.538	0.302	0.16
F05457	0.318	0.542	0.14
F05322	0.19	0.11	0.7
F06301	0.37	0.568	0.062
F06553	0.478	0.374	0.148
F06291	0.446	0.442	0.112
F06399	0.448	0.398	0.154
F06401	0.592	0.248	0.16
F06269	0.354	0.596	0.05
F05675	0.396	0.49	0.114
F05116	0.326	0.602	0.072
F06285	0.366	0.512	0.122
F06472	0.464	0.418	0.118
F05477	0.304	0.55	0.146
F06517	0.44	0.358	0.202
F05225	0.234	0.63	0.136
F05832	0.464	0.442	0.094
F05423	0.436	0.452	0.112
F06289	0.344	0.554	0.102
F05421	0.372	0.44	0.188
F05111	0.348	0.56	0.092
F05051	0.364	0.36	0.276
F05960	0.288	0.5	0.212
F06329	0.4	0.468	0.132
F06551	0.468	0.396	0.136
F05896	0.362	0.434	0.204
F06181	0.584	0.308	0.108
F05066	0.376	0.416	0.208
F06502	0.45	0.432	0.118
F06378	0.516	0.278	0.206
F05651	0.412	0.462	0.126
F05136	0.348	0.49	0.162
F06093	0.354	0.294	0.352
F05891	0.322	0.574	0.104
F06088	0.384	0.278	0.338
F05597	0.342	0.486	0.172
F05518	0.26	0.592	0.148
F06532	0.344	0.566	0.09
F06354	0.492	0.414	0.094
F05525	0.316	0.544	0.14
F06300	0.234	0.694	0.072
F06511	0.366	0.368	0.266
F05586	0.476	0.41	0.114
F05885	0.254	0.592	0.154
F05430	0.31	0.588	0.102
F05598	0.22	0.688	0.092
F05502	0.422	0.404	0.174
F05145	0.452	0.47	0.078
F05945	0.43	0.422	0.148
F05551	0.408	0.494	0.098
F06536	0.466	0.362	0.172
F05560	0.302	0.558	0.14
F06225	0.316	0.612	0.072
F05470	0.248	0.536	0.216
F06591	0.568	0.274	0.158
F05805	0.128	0.832	0.04
F05183	0.526	0.386	0.088
F05481	0.37	0.524	0.106
F06304	0.504	0.366	0.13
F05529	0.26	0.628	0.112
F05350	0.246	0.516	0.238
F05686	0.454	0.342	0.204
F06292	0.386	0.48	0.134
F05889	0.19	0.678	0.132
F06552	0.482	0.398	0.12
F05540	0.328	0.55	0.122
F06579	0.506	0.418	0.076
F05110	0.358	0.546	0.096
F05155	0.406	0.454	0.14
F05854	0.458	0.424	0.118
F05524	0.25	0.654	0.096
F06259	0.27	0.676	0.054
F05119	0.318	0.502	0.18
F06230	0.296	0.672	0.032
F05870	0.266	0.596	0.138
F06190	0.452	0.434	0.114
F06484	0.466	0.366	0.168
F05582	0.292	0.616	0.092
F06345	0.466	0.398	0.136
F06236	0.258	0.69	0.052
F05693	0.412	0.464	0.124
F05445	0.272	0.64	0.088
F06277	0.332	0.58	0.088
F06052	0.366	0.334	0.3
F06403	0.446	0.314	0.24
F06297	0.32	0.588	0.092
F05607	0.508	0.384	0.108
F05526	0.304	0.648	0.048
F06538	0.378	0.54	0.082
F05848	0.29	0.592	0.118
F05811	0.362	0.54	0.098
F05467	0.352	0.438	0.21
F06220	0.426	0.498	0.076
F06200	0.408	0.424	0.168
F05531	0.326	0.56	0.114
F06326	0.504	0.4	0.096
F05192	0.326	0.538	0.136
F05258	0.176	0.754	0.07
F06542	0.38	0.492	0.128
F05489	0.326	0.578	0.096
F06415	0.448	0.434	0.118
F05681	0.5	0.394	0.106
F06249	0.318	0.58	0.102
F05414	0.228	0.632	0.14
F06419	0.652	0.282	0.066
F05991	0.362	0.442	0.196
F06396	0.55	0.33	0.12
F06257	0.322	0.552	0.126
F06243	0.33	0.582	0.088
F05025	0.278	0.4	0.322
F05861	0.308	0.538	0.154
F05113	0.396	0.498	0.106
F05817	0.292	0.616	0.092
F06244	0.372	0.434	0.194
F05568	0.26	0.552	0.188
F05161	0.268	0.666	0.066
F06237	0.264	0.646	0.09
F05201	0.354	0.494	0.152
F05863	0.368	0.524	0.108
F05636	0.45	0.382	0.168
F06086	0.426	0.324	0.25
F05104	0.454	0.444	0.102
F06557	0.386	0.458	0.156
F05563	0.332	0.506	0.162
F05426	0.33	0.602	0.068
F06564	0.646	0.252	0.102
F06387	0.554	0.37	0.076
F05250	0.394	0.534	0.072
F05928	0.382	0.398	0.22
F06318	0.692	0.25	0.058
F05006	0.478	0.336	0.186
F05455	0.398	0.476	0.126
F06592	0.45	0.37	0.18
F06247	0.368	0.54	0.092
F06212	0.348	0.55	0.102
F05499	0.468	0.434	0.098
F05223	0.362	0.474	0.164
F05424	0.342	0.52	0.138
F06539	0.682	0.276	0.042
F05484	0.342	0.536	0.122
F05265	0.382	0.466	0.152
F05417	0.444	0.438	0.118
F06494	0.552	0.35	0.098
F06549	0.48	0.41	0.11
F05680	0.462	0.352	0.186
F06393	0.428	0.482	0.09
F05109	0.39	0.458	0.152
F05662	0.396	0.504	0.1
F05603	0.45	0.442	0.108
F05624	0.498	0.376	0.126
F05617	0.51	0.356	0.134
F06426	0.388	0.418	0.194
F05401	0.29	0.582	0.128
F05143	0.264	0.686	0.05
F06309	0.648	0.278	0.074
F05894	0.352	0.552	0.096
F06586	0.56	0.296	0.144
F05593	0.482	0.444	0.074
F05482	0.34	0.604	0.056
F06568	0.486	0.402	0.112
F05859	0.214	0.688	0.098
F05448	0.346	0.558	0.096
F05575	0.346	0.54	0.114
F05588	0.438	0.53	0.032
F06423	0.57	0.326	0.104
F06417	0.394	0.452	0.154
F05842	0.28	0.642	0.078
F05516	0.398	0.514	0.088
F05569	0.248	0.676	0.076
F06272	0.314	0.578	0.108
F06504	0.464	0.49	0.046
F06422	0.582	0.322	0.096
F05408	0.316	0.502	0.182
F06498	0.416	0.458	0.126
F05055	0.284	0.504	0.212
F06274	0.398	0.5	0.102
F05419	0.3	0.636	0.064
F05820	0.588	0.396	0.016
F06350	0.592	0.314	0.094
F06533	0.48	0.456	0.064
F05594	0.33	0.572	0.098
F06316	0.362	0.496	0.142
F05562	0.442	0.456	0.102
F06570	0.61	0.36	0.03
F06205	0.31	0.558	0.132
F05825	0.268	0.652	0.08
F05210	0.354	0.538	0.108
F06359	0.544	0.326	0.13
F05804	0.356	0.558	0.086
T20457	0.302	0.442	0.256
T21102	0.196	0.56	0.244
T20433	0.32	0.432	0.248
T21110	0.202	0.68	0.118
T21063	0.214	0.48	0.306
T20907	0.358	0.488	0.154
T20427	0.262	0.564	0.174
T20469	0.346	0.562	0.092
T20410	0.284	0.432	0.284
T20349	0.242	0.42	0.338
T20915	0.446	0.502	0.052
T20536	0.392	0.416	0.192
T20367	0.298	0.498	0.204
T21406	0.334	0.344	0.322
T20494	0.27	0.492	0.238
T21509	0.594	0.328	0.078
T20789	0.546	0.32	0.134
T21128	0.394	0.528	0.078
T21230	0.236	0.6	0.164
T20204	0.406	0.504	0.09
T20697	0.598	0.304	0.098
T20329	0.456	0.51	0.034
T20896	0.244	0.57	0.186
T20971	0.272	0.492	0.236
T20768	0.416	0.43	0.154
T21256	0.242	0.658	0.1
T20603	0.526	0.396	0.078
T21258	0.146	0.69	0.164
T21324	0.328	0.536	0.136
T20547	0.474	0.432	0.094
T20294	0.252	0.5	0.248
T20812	0.426	0.422	0.152
T21438	0.272	0.434	0.294
T20447	0.196	0.504	0.3
T20264	0.24	0.418	0.342
T20057	0.366	0.512	0.122
T21111	0.232	0.598	0.17
T20700	0.372	0.284	0.344
T20215	0.3	0.494	0.206
T21265	0.218	0.664	0.118
T20777	0.516	0.346	0.138
T20744	0.486	0.378	0.136
T20202	0.27	0.616	0.114
T21107	0.438	0.454	0.108
T20300	0.248	0.538	0.214
T20602	0.404	0.466	0.13
T20887	0.446	0.38	0.174
T20343	0.468	0.432	0.1
T20654	0.492	0.352	0.156
T20426	0.326	0.388	0.286
T21071	0.254	0.396	0.35
T20772	0.668	0.286	0.046
T21145	0.294	0.574	0.132
T20860	0.4	0.432	0.168
T20745	0.592	0.318	0.09
T21282	0.414	0.478	0.108
T20695	0.308	0.416	0.276
T20823	0.244	0.594	0.162
T21052	0.242	0.474	0.284
T21143	0.45	0.46	0.09
T20376	0.322	0.542	0.136
T20783	0.412	0.388	0.2
T20599	0.636	0.306	0.058
T20213	0.204	0.654	0.142
T20974	0.372	0.52	0.108
T20473	0.36	0.406	0.234
T20256	0.328	0.532	0.14
T20385	0.314	0.456	0.23
T20559	0.376	0.562	0.062
T20732	0.472	0.398	0.13
T20366	0.362	0.544	0.094
T20961	0.5	0.422	0.078
T21316	0.158	0.728	0.114
T21465	0.406	0.492	0.102
T20317	0.37	0.51	0.12
T20807	0.546	0.31	0.144
T20631	0.342	0.494	0.164
T20843	0.466	0.398	0.136
